name,country,address,list_type,program,risk_level,source,notes
TechNova Robotics,China,,ENTITY_LIST,,High,BIS,
Titan Aero Systems,China,,ENTITY_LIST,,High,BIS,
Titanium Components Manufacturing,India,,ENTITY_LIST,,High,BIS,
TransAsia Optoelectronics,China,,ENTITY_LIST,,High,BIS,
TriCore Chip Engineering,China,,ENTITY_LIST,,High,BIS,
United MicroFab,China,,ENTITY_LIST,,High,BIS,
Universal Navigation Lab,China,,ENTITY_LIST,,High,BIS,
Vanguard Composite Works,Iran,,ENTITY_LIST,,High,BIS,
VectorChip Foundry,China,,ENTITY_LIST,,High,BIS,
Velocity NanoTools,China,,ENTITY_LIST,,High,BIS,
Vertex Advanced Optics,China,,ENTITY_LIST,,High,BIS,
VistaChip Integrated Labs,China,,ENTITY_LIST,,High,BIS,
Vostok Industrial Metals,Russia,,ENTITY_LIST,,High,BIS,
WaveTech Navigation,China,,ENTITY_LIST,,High,BIS,
WestBridge Semiconductor,China,,ENTITY_LIST,,High,BIS,
White Star Robotics,China,,ENTITY_LIST,,High,BIS,
Xiang Precision Tools,China,,ENTITY_LIST,,High,BIS,
Xinjiang AeroWorks,China,,ENTITY_LIST,,High,BIS,
Yamato Machinery FZE,UAE,,ENTITY_LIST,,High,BIS,
Yangtze MicroSensors,China,,ENTITY_LIST,,High,BIS,
YellowStone Electronics,Pakistan,,ENTITY_LIST,,High,BIS,
Zenith Advanced Materials,China,,ENTITY_LIST,,High,BIS,
Zhonghua Optics Co,China,,ENTITY_LIST,,High,BIS,
Zircon Electronics,China,,ENTITY_LIST,,High,BIS,
AeroTech Solutions, China,Beijing,UVL,,High,BIS,
Alpha Industrial Robotics, China,Shenzhen,UVL,,High,BIS,
Alpine Electronic Tools, China,Guangzhou,UVL,,High,BIS,
Aman Steel Works, Pakistan,Lahore,UVL,,High,BIS,
Amir Precision Tools, Pakistan,Karachi,UVL,,High,BIS,
Apex MicroSystems, China,Shanghai,UVL,,High,BIS,
Arctic Industrial Co, Belarus,Minsk,UVL,,High,BIS,
Asia Pacific Engineering, China,Chengdu,UVL,,High,BIS,
Atlas Machining Tools, China,Guangxi,UVL,,High,BIS,
Aurora Navigation Systems, China,Wuhan,UVL,,High,BIS,
Beijing Semiconductor Works, China,Beijing,UVL,,High,BIS,
Beijing Steel Machinery Co, China,Beijing,UVL,,High,BIS,
Blue Star Electronics, China,Shenzhen,UVL,,High,BIS,
Brightway Robotics, China,Hong Kong,UVL,,High,BIS,
Capital Industrial Imports, China,Shanghai,UVL,,High,BIS,
Caspian Chip Traders, Uzbekistan,Tashkent,UVL,,High,BIS,
Central Robotics Lab, China,Shenzhen,UVL,,High,BIS,
Changzhou Steel Works, China,Changzhou,UVL,,High,BIS,
Chen Electronics Co, China,Wuhan,UVL,,High,BIS,
China Advanced Materials Group, China,Hangzhou,UVL,,High,BIS,
China Automation Hub, China,Shanghai,UVL,,High,BIS,
China Marine Components, China,Guangzhou,UVL,,High,BIS,
China NanoTech Engineering, China,Beijing,UVL,,High,BIS,
Core Dynamics, China,Shenzhen,UVL,,High,BIS,
Crescent Industrial Parts, Pakistan,Lahore,UVL,,High,BIS,
Crimson Robotics, China,Chengdu,UVL,,High,BIS,
CyberVision Technologies, China,Shanghai,UVL,,High,BIS,
Dalian MicroTools, China,Dalian,UVL,,High,BIS,
Delta NanoFab, China,Beijing,UVL,,High,BIS,
Diamond Marine Traders, Pakistan,Karachi,UVL,,High,BIS,
Eagle Electronics, China,Shenzhen,UVL,,High,BIS,
EastTech Robotics, China,Chongqing,UVL,,High,BIS,
Elite Navigation Instruments, China,Shanghai,UVL,,High,BIS,
Empire Precision Works, China,Wuhan,UVL,,High,BIS,
Everest Heavy Tools, Pakistan,Lahore,UVL,,High,BIS,
Fang Robotics Ltd, China,Beijing,UVL,,High,BIS,
Farooq Industrial Traders, Pakistan,Karachi,UVL,,High,BIS,
FarStar MicroCircuits, China,Shenzhen,UVL,,High,BIS,
Fenghua Engineering Tools, China,Shanghai,UVL,,High,BIS,
Future Precision Machining, China,Beijing,UVL,,High,BIS,
Galaxy MicroTech, China,Chengdu,UVL,,High,BIS,
Gamma Semiconductors, China,Shenzhen,UVL,,High,BIS,
Golden Mountain Robotics, China,Hangzhou,UVL,,High,BIS,
GreenLine Electronics, Pakistan,Lahore,UVL,,High,BIS,
Hanjiang Robotics, China,Wuhan,UVL,,High,BIS,
Harbin Precision Cutting Tools, China,Harbin,UVL,,High,BIS,
Horizon Marine Components, China,Beijing,UVL,,High,BIS,
Hubei Industrial Machinery Co, China,Hubei,UVL,,High,BIS,
Hunan Metal Works, China,Hunan,UVL,,High,BIS,
Industrial Dynamics, China,Shanghai,UVL,,High,BIS,
Infinite Robotics, China,Shenzhen,UVL,,High,BIS,
Inner Mongolia Chip Systems, China,Inner Mongolia,UVL,,High,BIS,
IronBridge Engineering, Pakistan,Lahore,UVL,,High,BIS,
Jade Engineering Tools, China,Chongqing,UVL,,High,BIS,
Jiangsu Metals & Machinery, China,Jiangsu,UVL,,High,BIS,
Jinlong Automation, China,Beijing,UVL,,High,BIS,
Kaihua Chip Works, China,Shanghai,UVL,,High,BIS,
Karam Navigation Systems, China,Wuhan,UVL,,High,BIS,
Kashmir Electronics House, Pakistan,Peshawar,UVL,,High,BIS,
KazTech Trading LLC, Kazakhstan,Astana,UVL,,High,BIS,
Kingdom Robotics, China,Harbin,UVL,,High,BIS,
Kinetic Engineering Co, China,Beijing,UVL,,High,BIS,
Komodo MicroSystems, China,Shenzhen,UVL,,High,BIS,
Kunshan NanoTech, China,Kunshan,UVL,,High,BIS,
Lahore Precision Tools, Pakistan,Lahore,UVL,,High,BIS,
Lanxi Robotics Institute, China,Hangzhou,UVL,,High,BIS,
LionChip Technologies, China,Shanghai,UVL,,High,BIS,
LongMarch Components, China,Beijing,UVL,,High,BIS,
Lotus Dynamics, China,Chengdu,UVL,,High,BIS,
Magma Robotics Laboratory, China,Wuhan,UVL,,High,BIS,
MarineTech Navigation, China,Dalian,UVL,,High,BIS,
MegaCore Circuits, China,Shenzhen,UVL,,High,BIS,
Metro Industrial Tools, Pakistan,Lahore,UVL,,High,BIS,
MicroChip Automation, China,Beijing,UVL,,High,BIS,
MicroLink Circuits, China,Shanghai,UVL,,High,BIS,
Modern Robotics Lab, China,Chengdu,UVL,,High,BIS,
NanoCore Precision, China,Wuhan,UVL,,High,BIS,
NanoMaterials Hub, China,Shenzhen,UVL,,High,BIS,
NanoVision Semiconductors, China,Shanghai,UVL,,High,BIS,
NanoWave Technologies, China,Shenzhen,UVL,,High,BIS,
National Electronics Hub, Pakistan,Lahore,UVL,,High,BIS,
NeoChip MicroSystems, China,Beijing,UVL,,High,BIS,
NeoTech Automation, China,Wuhan,UVL,,High,BIS,
Neptune Industrial Tools, Pakistan,Karachi,UVL,,High,BIS,
Nexus Robotics, China,Shanghai,UVL,,High,BIS,
Ningbo Precision Tools, China,Ningbo,UVL,,High,BIS,
NorthStar Chip Foundry, China,Shenzhen,UVL,,High,BIS,
NorthTech Metals, Pakistan,Lahore,UVL,,High,BIS,
Oceanic Chip Systems, China,Chengdu,UVL,,High,BIS,
Omega Precision Manufacturing, China,Beijing,UVL,,High,BIS,
Omni Electronics Ltd, China,Wuhan,UVL,,High,BIS,
OptiCore Technologies, China,Shanghai,UVL,,High,BIS,
OptiVision MicroLab, China,Shenzhen,UVL,,High,BIS,
Orion Heavy Tools, China,Chongqing,UVL,,High,BIS,
Pacific Navigation Instruments, China,Shanghai,UVL,,High,BIS,
Pacific Robotics Lab, China,Beijing,UVL,,High,BIS,
Pamir Engineering Co, Pakistan,Lahore,UVL,,High,BIS,
PanAsia Chip Traders, China,Shenzhen,UVL,,High,BIS,
Peak Precision Tools, China,Wuhan,UVL,,High,BIS,
Pegasus MicroCircuits, China,Beijing,UVL,,High,BIS,
Phoenix Industrial Robotics, China,Chengdu,UVL,,High,BIS,
Pioneer Precision Tools, China,Shanghai,UVL,,High,BIS,
Platinum Chip Manufacturing, China,Shenzhen,UVL,,High,BIS,
Polar Dynamics, China,Wuhan,UVL,,High,BIS,
Prime Industrial Circuits, China,Beijing,UVL,,High,BIS,
ProTech Nanomaterials, China,Shanghai,UVL,,High,BIS,
Quantum Automation Lab, China,Chengdu,UVL,,High,BIS,
Quantum Chip Works, China,Shenzhen,UVL,,High,BIS,
QuickSteel Supplies, Pakistan,Lahore,UVL,,High,BIS,
Radar MicroSystems, China,Beijing,UVL,,High,BIS,
Raja Steel Traders, Pakistan,Karachi,UVL,,High,BIS,
RapidCore Robotics, China,Shanghai,UVL,,High,BIS,
Redline Chip Solutions, China,Shenzhen,UVL,,High,BIS,
Regal Technologies, China,Wuhan,UVL,,High,BIS,
Rising Star Engineering, Pakistan,Lahore,UVL,,High,BIS,
RiverBed Electronics, China,Beijing,UVL,,High,BIS,
Royal Chip Traders, China,Shanghai,UVL,,High,BIS,
Saffron Robotics Lab, China,Chengdu,UVL,,High,BIS,
Sahara Electronics, Pakistan,Lahore,UVL,,High,BIS,
Sapphire MicroTools, China,Shenzhen,UVL,,High,BIS,
SeaLink Marine Systems, China,Shanghai,UVL,,High,BIS,
Seawave Circuits, China,Beijing,UVL,,High,BIS,
SharpEdge Chip Manufacturing, China,Shenzhen,UVL,,High,BIS,
Shenzhen MicroTech, China,Shenzhen,UVL,,High,BIS,
Shining Star Robotics, China,Wuhan,UVL,,High,BIS,
Silicon Dynamics, China,Beijing,UVL,,High,BIS,
SilverWave Technologies, China,Shanghai,UVL,,High,BIS,
Sky Industries, Pakistan,Lahore,UVL,,High,BIS,
SkyVision Chips, China,Shenzhen,UVL,,High,BIS,
SmartCore Chip Solutions, China,Chengdu,UVL,,High,BIS,
SoftWave Precision Tools, China,Beijing,UVL,,High,BIS,
SolarChip Automation, China,Shanghai,UVL,,High,BIS,
Solid Industrial Tools, Pakistan,Lahore,UVL,,High,BIS,
South China Chip Systems, China,Shenzhen,UVL,,High,BIS,
Star Electronics, China,Wuhan,UVL,,High,BIS,
StarCore MicroSystems, China,Guangzhou,UVL,,High,BIS,
SteelMountain Engineering, Pakistan,Lahore,UVL,,High,BIS,
StoneBridge Navigation, China,Shanghai,UVL,,High,BIS,
Storm Robotics Institute, China,Beijing,UVL,,High,BIS,
Sun Marine Tools, China,Chongqing,UVL,,High,BIS,
Sunrise Chip Works, China,Shenzhen,UVL,,High,BIS,
Superior Micro Engineering, China,Wuhan,UVL,,High,BIS,
Swift Precision Tools, Pakistan,Lahore,UVL,,High,BIS,
TechBridge Dynamics, China,Shanghai,UVL,,High,BIS,
TechCore Robotics, China,Shenzhen,UVL,,High,BIS,
TechNova Electronics, China,Wuhan,UVL,,High,BIS,
Titan MicroSystems, China,Beijing,UVL,,High,BIS,
TopLine Materials, Pakistan,Lahore,UVL,,High,BIS,
TransAsia Chip Traders, China,Chengdu,UVL,,High,BIS,
TriStar MicroTools, China,Shenzhen,UVL,,High,BIS,
TwinTech Robotics, China,Beijing,UVL,,High,BIS,
Ultra Dynamics, China,Wuhan,UVL,,High,BIS,
Universal Steel Traders, Pakistan,Lahore,UVL,,High,BIS,
Universe Chip Corporation, China,Shanghai,UVL,,High,BIS,
Vector Marine Electronics, China,Guangzhou,UVL,,High,BIS,
Velox MicroEngineering, China,Beijing,UVL,,High,BIS,
Venus Micro Circuits, China,Shenzhen,UVL,,High,BIS,
VisionTech Robotics, China,Chengdu,UVL,,High,BIS,
Vortex NanoSystems, China,Wuhan,UVL,,High,BIS,
Wuhan Chip Assembly, China,Wuhan,UVL,,High,BIS,
Xiang Industrial Materials, China,Shanghai,UVL,,High,BIS,
Xiao Robotics, China,Beijing,UVL,,High,BIS,
Xinjiang Micro Components, China,Urumqi,UVL,,High,BIS,
YellowStone Tools, Pakistan,Lahore,UVL,,High,BIS,
Yuan Chip Technologies, China,Shanghai,UVL,,High,BIS,
Zenith Industrial Traders, China,Beijing,UVL,,High,BIS,
Zhonghua Chip Systems, China,Shenzhen,UVL,,High,BIS,
Zircon Robotics, China,Wuhan,UVL,,High,BIS,
Zubair Trading House, Pakistan,Lahore,UVL,,High,BIS,
Ahmed Rauf, Pakistan,Karachi,DPL,,High,BIS,
Aisha Logistics Ltd, Nigeria,Lagos,DPL,,High,BIS,
Akhtar Defense Co, Pakistan,Peshawar,DPL,,High,BIS,
Al Ameen Trading FZE, UAE,Dubai,DPL,,High,BIS,
Al Baraka Electronics, Qatar,Doha,DPL,,High,BIS,
Al Fajar Metals Co, Oman,Muscat,DPL,,High,BIS,
Al Hamra Shipping, Yemen,Yemen,DPL,,High,BIS,
Ali Yousuf Co, Pakistan,Lahore,DPL,,High,BIS,
Alpha Dynamics Corp, Russia,Moscow,DPL,,High,BIS,
Alpha Marine Traders, Libya,Tripoli,DPL,,High,BIS,
Amanullah Global Ltd, Afghanistan,Kabul,DPL,,High,BIS,
Amber Tools Pvt Ltd, India,New Delhi,DPL,,High,BIS,
Amir Shipping Lines, Iraq,Basra,DPL,,High,BIS,
Anbar Procurement Co, Iraq,Erbil,DPL,,High,BIS,
Apex Steel Works, Lebanon,Beirut,DPL,,High,BIS,
Arabian Star Logistics, Saudi Arabia,Jeddah,DPL,,High,BIS,
Arif Electronics, Pakistan,Multan,DPL,,High,BIS,
ArkTech Industrial Ltd, China,Shanghai,DPL,,High,BIS,
Asia Cargo Movers, Sri Lanka,Colombo,DPL,,High,BIS,
Atlas Machinery Co, Iran,Tehran,DPL,,High,BIS,
Ayaan Ship Brokers, Somalia,Mogadishu,DPL,,High,BIS,
Basra Oil Tools, Iraq,Basra,DPL,,High,BIS,
Beijing Marine Institute, China,Beijing,DPL,,High,BIS,
Blue Horizon Exports, Turkey,Ankara,DPL,,High,BIS,
Brightway Tech Ltd, China,Hong Kong,DPL,,High,BIS,
Capital Engineering Group, Qatar,Doha,DPL,,High,BIS,
Caspian Global Lines, Azerbaijan,Baku,DPL,,High,BIS,
Central Industrial Traders, Uzbekistan,Tashkent,DPL,,High,BIS,
Chen Precision Tools, China,Wuhan,DPL,,High,BIS,
China NanoChip Systems, China,Shenzhen,DPL,,High,BIS,
Coastal Marine Exports, Egypt,Alexandria,DPL,,High,BIS,
Crescent Electronics, Myanmar,Yangon,DPL,,High,BIS,
Crimson Trade House, Kazakhstan,Astana,DPL,,High,BIS,
CyberTech Automated Systems, China,Beijing,DPL,,High,BIS,
Dar Al Khalid Metals, Jordan,Amman,DPL,,High,BIS,
Delta Tech Solutions, Romania,Bucharest,DPL,,High,BIS,
Diamond Star Marine, Turkey,Izmir,DPL,,High,BIS,
Eagle Eye Navigation, Russia,Moscow,DPL,,High,BIS,
East Wind Holdings, Lebanon,Beirut,DPL,,High,BIS,
Eastern Motor Parts, Ukraine,Kyiv,DPL,,High,BIS,
Elite Industrial Robotics, China,Shanghai,DPL,,High,BIS,
Empire Machinery Co, Iran,Shiraz,DPL,,High,BIS,
EverGreen Cargo Lines, Qatar,Doha,DPL,,High,BIS,
Everest Chip Solutions, China,Hangzhou,DPL,,High,BIS,
Falcon Aero Dynamics, Pakistan,Islamabad,DPL,,High,BIS,
Farah Steel Foundry, Afghanistan,Kabul,DPL,,High,BIS,
Fars Electronics Lab, Iran,Yazd,DPL,,High,BIS,
FastTrack Cargo Movers, Somalia,Mogadishu,DPL,,High,BIS,
Five Oceans Marine, UAE,Dubai,DPL,,High,BIS,
Galaxy MicroSystems, China,Chengdu,DPL,,High,BIS,
Global Defense Tools, Russia,Moscow,DPL,,High,BIS,
Global Electronics Hub, Iran,Tehran,DPL,,High,BIS,
Gulf Stream Technologies, Oman,Muscat,DPL,,High,BIS,
Hadi Industrial Metals, Pakistan,Karachi,DPL,,High,BIS,
Hafez Marine Components, Iran,Shiraz,DPL,,High,BIS,
Halal Electronics, Libya,Benghazi,DPL,,High,BIS,
Harbin Robotics Institute, China,Harbin,DPL,,High,BIS,
Horizon Avionics, Taiwan,Taipei,DPL,,High,BIS,
Hyder Manufacturing, Pakistan,Rawalpindi,DPL,,High,BIS,
Imperial Global Movers, Qatar,Doha,DPL,,High,BIS,
Industrial Mechanics Corp, Malaysia,Kuala Lumpur,DPL,,High,BIS,
Infinite Marine Traders, Egypt,Alexandria,DPL,,High,BIS,
Inspire Heavy Machinery, Turkey,Istanbul,DPL,,High,BIS,
Iran Composite Materials Co, Iran,Ahvaz,DPL,,High,BIS,
Iraqi Metals Group, Iraq,Baghdad,DPL,,High,BIS,
IronHill Materials, Belarus,Minsk,DPL,,High,BIS,
Jamal Steel & Tools, Afghanistan,Kandahar,DPL,,High,BIS,
Jiangsu Navigation Lab, China,Nanjing,DPL,,High,BIS,
Jinlong Aero Components, China,Chongqing,DPL,,High,BIS,
Jupiter Defense Tools, China,Beijing,DPL,,High,BIS,
Kabul Machinery Traders, Afghanistan,Kabul,DPL,,High,BIS,
Kamran Robotics Pvt Ltd, Pakistan,Islamabad,DPL,,High,BIS,
Karim Industrial Co, Libya,Benghazi,DPL,,High,BIS,
Kashmir Electronics House, Pakistan,Lahore,DPL,,High,BIS,
Kazakh Heavy Metals, Kazakhstan,Astana,DPL,,High,BIS,
Khan Global Movers, Pakistan,Karachi,DPL,,High,BIS,
Kiara Navigation Systems, China,Beijing,DPL,,High,BIS,
Kinetic AeroTech, Russia,Rostov,DPL,,High,BIS,
Kohinoor Steel Works, Pakistan,Rawalpindi,DPL,,High,BIS,
Korea Marine Integration, North Korea,Pyongyang,DPL,,High,BIS,
Lahore Aero Dynamics, Pakistan,Lahore,DPL,,High,BIS,
Lakeview Electronics, Belarus,Minsk,DPL,,High,BIS,
Liberty Automation Systems, Russia,Moscow,DPL,,High,BIS,
Libya Marine Traders, Libya,Tripoli,DPL,,High,BIS,
Lima Industrial Tools, Peru,Lima,DPL,,High,BIS,
LionTech MicroCircuits, China,Shenzhen,DPL,,High,BIS,
Long March Electronics, China,Beijing,DPL,,High,BIS,
Lotus Steel Manufacturing, Iran,Tehran,DPL,,High,BIS,
Magma Chip Industries, China,Shanghai,DPL,,High,BIS,
Majestic Heavy Tools, Pakistan,Karachi,DPL,,High,BIS,
Makran Marine Services, Pakistan,Gwadar,DPL,,High,BIS,
Marine Systems Holdings, Russia,Moscow,DPL,,High,BIS,
Matrix Engineering Works, Romania,Bucharest,DPL,,High,BIS,
Mecca Industrial Parts, Saudi Arabia,Jeddah,DPL,,High,BIS,
MegaChip MicroSystems, China,Chongqing,DPL,,High,BIS,
Meridian Global Logistics, Qatar,Doha,DPL,,High,BIS,
MetroNav Navigation Systems, China,Beijing,DPL,,High,BIS,
MidEast Metal Works, Iran,Shiraz,DPL,,High,BIS,
Mirage Robotics Institute, China,Chengdu,DPL,,High,BIS,
Mogadishu Aero Metals, Somalia,Mogadishu,DPL,,High,BIS,
Moonlight Industrial Co, Iran,Tehran,DPL,,High,BIS,
NanoCore Marine Technologies, China,Shanghai,DPL,,High,BIS,
NanoFusion Engineering, China,Wuhan,DPL,,High,BIS,
National Marine Optics, Egypt,Alexandria,DPL,,High,BIS,
Neptune Marine Navigation, Lebanon,Beirut,DPL,,High,BIS,
Nexus Chip Works, China,Shenzhen,DPL,,High,BIS,
North Steel Traders, Pakistan,Rawalpindi,DPL,,High,BIS,
Northern Precision Tools, Belarus,Minsk,DPL,,High,BIS,
Nova Navigation Sensors, Malaysia,Kuala Lumpur,DPL,,High,BIS,
Ocean Deep Marine, Qatar,Doha,DPL,,High,BIS,
Omega Micro Engineering, China,Shanghai,DPL,,High,BIS,
OmniTech Robots, China,Beijing,DPL,,High,BIS,
OptiVision Electronics, Iran,Tehran,DPL,,High,BIS,
Orbit Heavy Metals, Afghanistan,Kabul,DPL,,High,BIS,
Pacific Aero Components, Philippines,Manila,DPL,,High,BIS,
Pacific Engineering Co, Qatar,Doha,DPL,,High,BIS,
Pioneer Chip Solutions, China,Shenzhen,DPL,,High,BIS,
Platinum Marine Traders, Libya,Tripoli,DPL,,High,BIS,
PolarSun Electronics, China,Harbin,DPL,,High,BIS,
Precision Marine Tools, Somalia,Mogadishu,DPL,,High,BIS,
Prime Industrial Robotics, China,Shanghai,DPL,,High,BIS,
Quantum Systems Lab, China,Beijing,DPL,,High,BIS,
Rafah Electronics, Afghanistan,Kabul,DPL,,High,BIS,
Raja Metals Traders, Pakistan,Rawalpindi,DPL,,High,BIS,
Rapid Defense Solutions, Russia,Moscow,DPL,,High,BIS,
Raven Navigation Tools, China,Shanghai,DPL,,High,BIS,
RealTech Robotics, China,Hong Kong,DPL,,High,BIS,
Red Crescent Steel, Libya,Tripoli,DPL,,High,BIS,
Redline Navigation, Russia,Rostov,DPL,,High,BIS,
Royal Marine Hub, Somalia,Mogadishu,DPL,,High,BIS,
Sahara Chip Traders, UAE,Dubai,DPL,,High,BIS,
SamTech Precision Tools, Afghanistan,Kabul,DPL,,High,BIS,
SeaBridge Logistics, Saudi Arabia,Jeddah,DPL,,High,BIS,
Seawave Steel Foundry, Qatar,Doha,DPL,,High,BIS,
SharpCore MicroSystems, China,Shenzhen,DPL,,High,BIS,
SilverLine Marine, Russia,Rostov,DPL,,High,BIS,
SkyBridge Materials, Belarus,Minsk,DPL,,High,BIS,
SkyCore Engineering, Pakistan,Gwadar,DPL,,High,BIS,
Star Industrial Tools, Iran,Tehran,DPL,,High,BIS,
SteelRay Manufacturing, China,Shanghai,DPL,,High,BIS,
Sultan Marine Co, Egypt,Alexandria,DPL,,High,BIS,
SunTech Mechanics, China,Hong Kong,DPL,,High,BIS,
Titan Heavy Engines, Qatar,Doha,DPL,,High,BIS,
TransAsia Micro Circuits, China,Shanghai,DPL,,High,BIS,
TriStar Marine Movers, Somalia,Mogadishu,DPL,,High,BIS,
United AeroTool Works, Pakistan,Islamabad,DPL,,High,BIS,
Ural Optics, Russia,Rostov,DPL,,High,BIS,
Vega Chip Technologies, China,Wuhan,DPL,,High,BIS,
Velocity Marine Systems, Libya,Tripoli,DPL,,High,BIS,
Venus Global Metals, Pakistan,Rawalpindi,DPL,,High,BIS,
Victory Engineering Pty Ltd, Australia,Perth,DPL,,High,BIS,
WestPoint Navigation Systems, China,Beijing,DPL,,High,BIS,
White Star Steel, Afghanistan,Kabul,DPL,,High,BIS,
Xiang Marine Industries, China,Shanghai,DPL,,High,BIS,
Yemeni Industrial Works, Yemen,Aden,DPL,,High,BIS,
Zhonghua Robotics, China,Shenzhen,DPL,,High,BIS,
Zircon Naval Technologies, Russia,Rostov,DPL,,High,BIS,
Zubair Engineering Tools, Pakistan,Karachi,DPL,,High,BIS,
AeroDefense Materials Group, China,Beijing,MEU,,High,BIS,
Alpha Robotics Institute, China,Shanghai,MEU,,High,BIS,
Altima Missile Research Center, China,Chengdu,MEU,,High,BIS,
Arctic Naval Technologies, Russia,Murmansk,MEU,,High,BIS,
Asia Precision Optics, China,Shenzhen,MEU,,High,BIS,
Atlas Heavy Armaments Lab, Belarus,Minsk,MEU,,High,BIS,
Aurora Aeronautics Systems, China,Harbin,MEU,,High,BIS,
Beacon Marine Components, Russia,St. Petersburg,MEU,,High,BIS,
Beijing Advanced Propulsion Works, China,Beijing,MEU,,High,BIS,
Beijing ElectroWar Systems, China,Beijing,MEU,,High,BIS,
Blue Horizon Chip Foundry, China,Shanghai,MEU,,High,BIS,
BrightStar Guidance Systems, China,Wuhan,MEU,,High,BIS,
Caspian Naval Engineering, Russia,Rostov,MEU,,High,BIS,
Central Robotics Defense Lab, China,Beijing,MEU,,High,BIS,
Changzhou Defense Electronics, China,Changzhou,MEU,,High,BIS,
Chongqing AeroTech, China,Chongqing,MEU,,High,BIS,
Cobalt Defense Metallurgy, Russia,Kazan,MEU,,High,BIS,
ComTech Integrated Warfare Labs, Russia,Moscow,MEU,,High,BIS,
Cosmos Aerospace Navigation, China,Beijing,MEU,,High,BIS,
Crimson Aviation Machining, China,Harbin,MEU,,High,BIS,
CyberLink Autonomous Defense Lab, China,Shanghai,MEU,,High,BIS,
Dalian Marine Dynamics, China,Dalian,MEU,,High,BIS,
Delta Optical Targeting Systems, China,Beijing,MEU,,High,BIS,
Diamond Missile Components, China,Chengdu,MEU,,High,BIS,
Eastern Robotics Warfare Division, China,Wuhan,MEU,,High,BIS,
Elite Tactical Navigation, Russia,Rostov,MEU,,High,BIS,
Empire Jet Structures, China,Beijing,MEU,,High,BIS,
Everest Metallurgical Defense Works, Pakistan,Lahore,MEU,,High,BIS,
Falcon Military Radar Labs, Pakistan,Islamabad,MEU,,High,BIS,
Fars Combat Engineering, Iran,Tehran,MEU,,High,BIS,
FutureTech Autonomous Defense, China,Shenzhen,MEU,,High,BIS,
Galaxy Tactical Sensors, China,Chengdu,MEU,,High,BIS,
Global Marine Propulsion Labs, China,Shanghai,MEU,,High,BIS,
Golden Star Defense Materials, Iran,Tehran,MEU,,High,BIS,
Green Valley Defense Electronics, China,Beijing,MEU,,High,BIS,
Hafez Military Optics, Iran,Shiraz,MEU,,High,BIS,
Harbin Aero Systems Lab, China,Harbin,MEU,,High,BIS,
Horizon Missile Propulsion, China,Chengdu,MEU,,High,BIS,
Ibrahim Tactical Engineering, Pakistan,Karachi,MEU,,High,BIS,
Iceberg Combat Electronics, Russia,Moscow,MEU,,High,BIS,
Imperial Aerospace Robotics, China,Shanghai,MEU,,High,BIS,
Industrial Military Materials,Materials,UAE (Dubai),MEU,,High,BIS,
Infinite Defense MicroSystems, China,Beijing,MEU,,High,BIS,
Inspire Combat Robotics, China,Shenzhen,MEU,,High,BIS,
Iran Defense NanoMaterials, Iran,Tehran,MEU,,High,BIS,
IronBridge Military Steel, Belarus,Minsk,MEU,,High,BIS,
Jade Precision Missile Works, China,Chengdu,MEU,,High,BIS,
Jiangsu Tactical Electronics, China,Jiangsu,MEU,,High,BIS,
Jinlong Aerospace Navigation, China,Beijing,MEU,,High,BIS,
Kairos Military Automation, China,Shanghai,MEU,,High,BIS,
Karam Drone Defense Systems, Pakistan,Islamabad,MEU,,High,BIS,
KazTech Missile R&D, Kazakhstan,Astana,MEU,,High,BIS,
Kinetic Defense Chip Works, China,Shenzhen,MEU,,High,BIS,
Liberty Optoelectronics, Russia,Rostov,MEU,,High,BIS,
Lion Industrial Naval Systems, UAE,Dubai,MEU,,High,BIS,
Lotus Precision Hard Metals, China,Beijing,MEU,,High,BIS,
Magma Combat Robotics, China,Shanghai,MEU,,High,BIS,
Marine Navigation Intelligence, Russia,Rostov,MEU,,High,BIS,
Medina Airborne Defense Systems, Pakistan,Lahore,MEU,,High,BIS,
MegaWave Combat Electronics, China,Beijing,MEU,,High,BIS,
Mercury Defense Robotics, China,Chengdu,MEU,,High,BIS,
MidEast Military Materials, UAE,Sharjah,MEU,,High,BIS,
Mirage Aerospace Design, China,Harbin,MEU,,High,BIS,
Nano Precision Missile Metals, China,Beijing,MEU,,High,BIS,
NanoCore Military Sciences, Russia,Moscow,MEU,,High,BIS,
NeoVision Tactical Optics, China,Shanghai,MEU,,High,BIS,
Neptune Submersible Labs, China,Harbin,MEU,,High,BIS,
NorthStar Military Optics, China,Shanghai,MEU,,High,BIS,
NorthTech Ballistics Lab, China,Beijing,MEU,,High,BIS,
Nova Aerospace Dynamics, China,Harbin,MEU,,High,BIS,
Oceanic Subsurface Engineering, China,Qingdao,MEU,,High,BIS,
Omega Combat Robotics, China,Shanghai,MEU,,High,BIS,
OmniDefense Semiconductors, China,Chengdu,MEU,,High,BIS,
OptiCore Weapon Sights, China,Wuhan,MEU,,High,BIS,
Orbit Missile Technologies, China,Beijing,MEU,,High,BIS,
Pacific Jet Propulsion Lab, China,Chengdu,MEU,,High,BIS,
PanAsia Strategic Robotics, China,Shenzhen,MEU,,High,BIS,
Peak Naval Intelligence, China,Harbin,MEU,,High,BIS,
Pegasus Flight Systems, China,Beijing,MEU,,High,BIS,
Phoenix Armament Works, Iran,Tehran,MEU,,High,BIS,
